date,condition,review,rating
"September 11, 2018",Panic Disorder,I have been a sufferer of panic attack for 30 years.  Finally I was given xanax it gave me back my life. I suffered badly with panic attacks. I also had muscle spasms before I took this medication..,10
"September 8, 2018",Panic Disorder,Been taking over 40 years I don't know how to not take them. I'm 61 and think I'm destined to take them forevere\,NaN
"August 29, 2018",Anxiety,"Xanax is one of the hardest, if not the hardest drug to quit taking. Even harder than heroin according to my doctor. Was so hard for me for almost 3 months after using them everyday for 2 years. Will never take one of them again. They actually just takes away your anxiety while you are on them. Problem is that all of us are using them for a period. Then you get all the anxiety back again and the problem is now it is 5 x worse than what it was to begin with. Stopping my Xanax like I wanted to do the first day - just stop taking them - is dangerous my Doctor said that would not be possible, since I actually could die from it. So instead it is a slow painful reduction of dosage day after day. Just as warning take Valium, or in that range instead it is much less stress when you are quitting them",NaN
"August 19, 2018",Panic Disorder,"Been on Xanax over 30 years.  Began taking it for severe panic attacks which turned into agoraphobia after doctors said nothing was wrong and kept telling me just to relax.  I had panic so bad I could not leave the house, answer the phone or doorbell, eat.   When my blood pressure went so high I burst a blood vessel in my eye I finally met a doctor who was an expert in panic disorder.  He started me on Xanax and all my symptoms resolved almost immediately.  Blood pressure normal, could go out and shop, got a good job.  Life was wonderful for 30 years.  On .25 3 X per day.  Never wanted or needed more.  Now doctors want everyone off Xanax and I am being forced to quit.  I am terrified.  At least I had 30 great years",10
"August 13, 2018",Anxiety,"I've was diagnosed with chronic panic anxiety disorder almost 30 years ago and put on Xanax.  I also have horrific migraines, so I cannot take antidepressants.  I've taken 0.5mg 5 times a day for years with no problems working, thinking, or functioning.  Now the feds have decided that Xanax is addictive and my insurance company is questioning my doctor on filling my script.  I know all the dangers of tapering and cannot imagine what's going to happen to me.  Just the thought makes me nervous.  This form of anxiety runs in my family.",10
"July 16, 2018",Anxiety,I have been taking Xanax for a while now and it really controlled my anxiety.  I also have afib and anyone who has it knows how annoying  that can be. Now when I have afib I take a Xanax and calms it down I also spoke to several people who have afib and yes Xanax helps calm it down. So don't let any doctors tell you any different Xanax can be a wonder drug when used properly,10
"June 25, 2018",Anxiety,"The negative reviews on here about this med are coming from people who take it everyday. Folks, DO NOT take this medicine every day it's for occasional use only. It's like alcohol; having a drink once in a while here or there is fine but getting drunk all day every day is obviously not a good idea. Same thing with the Xanax. Taking it once in a while when required is fine but using it every day will give you horrible withdrawals. I have the XR version that I literally take ""once in a blue moon"" for emergency situations only. It works great. Basic rule of thumb: don't take it more than once per week and if you have to don't take it more than 2 days in a row.",9.0
"June 17, 2018",Anxiety,"Hello I've been taking xanax for 25 years and still going, it's done wonderful in my life. But also it's not for everyone.",9.0
"June 9, 2018",Anxiety,"Seriously I would be dead without this medication. Pop culture has given it the bad rep but as a prescribed user of this god sent medicine from the beautiful minds at pfizer I humbly thank you for saving my life. Had I known and addressed my severe depression, agoraphobia, anxiety & PTSD, (the alphabet goes on).. I would have NEVER SUFFERED FROM A STROKE IN 2010 DUE TO MY CONDITIONS that I had no idea there was a word for what's wrong with me. This is a quick acting short shelf life in the system type of medicine so it's a here, now, gone feeling. The low doses are like a mini invisible hug, the 2 mgs help me sleep and dream of a better life and wake up to my Starbucks  feeling alert as the medicine did it's thing on my heart and mind. If during the day I feel sick with chest pain from anxiety it offers immediate relief. I am responsible in my consumption. Thank you to the hard working medical professionals for understanding the pain of the unseen sicknesses.",10
"May 13, 2018",Anxiety,"Careful with this one. Very addictive. It was prescribed for anxiety but after a while I found myself habitually taking it and getting desperately anxious when I didn’t. Addiction to barbiturates in my mid forties was not part of the plan, so I stopped. Withdrawals were terrible. I also, experienced short term memory issues. I achieved safer results with anti-depressants, although they take a week or more to ‘work’ they are not addictive. Lifestyle changes also helped, no drinking, took up jogging, gym and watching what I eat and being more mindful of the spiritual aspects of life. Pretty obvious stuff really...",2.0
"April 12, 2018",Panic Disorder,"This is one of those medications that you try to avoid due to ""bad press,"" That being said, it has saved my life. I went from being home bound agoraphobic to traveling outside my home, getting and maintaining a 12 hour job and this year going back to college to finish my nursing degree. This is what this medication was originally made for....to give those like us a chance at a normal life. So sad so many are deprived this miracle drug due to a few bad apples.  No memory impairment thus far and I have been on this med for years. Not expensive. No bad side effects  other than an occasional headache.  Wonderful medication!",10
"April 7, 2018",Anxiety,"I've taken xanax regularly for ~5 years. Having to deal with severe family issues, my general anxiety disorder has ramped up considerably these past 5 years. My dosage varies, as I take it as needed. Some days I take 1mg and many days I take none at all. I probably average .25mg/day and it has been extremely beneficial to me. Even on my worst days I realize that taking more won't help, and I will just have to get through that day at a maximum of 1mg. For me, xanax has been a very helpful tool in my turbulent life and as things start to level out, my usage decreases.",10
"March 25, 2018",Anxiety,"Xanax is my miracle drug, but if you run out you are in for big trouble.  You can have seizures, a stoke, or even death.  Please be careful...but it definitely changed my life and has actually given my life back.",10
"March 23, 2018",Panic Disorder,"I am one of those scared of taking any medication related to psych . I had a stable job for 20 years before the onset of anxiety and panic disorder . I thought I will brave it . So read books , took yoga etc, but  it only got worse. Before long it was affecting  by performance at work.  Finally getting into elevators became impossible. Then I became almost house bound . People even began to notice . That’s when I resolved to solve this problem once and for all. After several trials with my doctor I found xanax and it completely changed my life. I take 0.5 mg daily . All my symptoms are gone .  Thank goodness for that medication.",10
"March 22, 2018",Panic Disorder,"This drug can be habit forming, so control your desire to dose and skip doses to 'up' yourself in terms of pills. Once you master the addictive side of this medicine, it can be a REAL benefit for anxiety disorders. It's given me control over my life again.  I love this medication, but I respect it and am afraid of it at the same time. ONLY take it when you need it, do that and it will be an asset.",10
"March 19, 2018",,I know these meds are very addictive but right now I start chemo therapy and for my cancer of course I'm trying to be strong but I have more bad days then good and without alprazolam I would literally go insane,NaN
"March 16, 2018",Anxiety,"I have had bad anxiety for years. Started with busipro but It gave me nightmares and made me stutter a little bit so I stopped the pill.  I went in for my board exam for Respiratory care and I failed. During the end of my test My heart started racing,  chest pain. I was having a panic attack. I went to the doctor and I was prescribed Xanax. She told me to take 1/2 a pill 0.5 before my test and I did. During my test I felt calm, normal, fresh mind. I could think clearly. I wasnt anxious at all. I passed. Its been a great pill. I love it. But tonight I took 1/2 before bed and 30 minutes later I started crying. I am depressed too before starting pills. But for the most part xanax has been so good to me.",10
"March 13, 2018",Anxiety,"I have my life back because of xanax. I have suffered from anxiety my entire life but somehow kept it manageable until my fifties. I was getting more and more agoraphobic and afraid to drive. Finally, I found myself pacing the house, unable to sleep and scared that I was actually going to harm myself. I have been on .5 mg xanax xr up to three times daily for almost two years and I am fully functioning again.",10
"March 1, 2018",Panic Disorder,"I have been taking xanax for 30 years and could not have survived without it.  I take half of .025 when needed, so not every day.  Sometimes my anxiety flares up and I may have to take it a few days in a row.  One time when my son was in the hospital due to a bad accident, I took it every day for 8 months straight to calm me.  I have bad agoraphobia when it comes to large buildings and needed it to get into the huge hospital.   When I stopped taking it after 8 months I had no symptoms at all...if you take a low dose you will have no problem with it and it will keep your anxiety down so you can live your life.",10
"February 22, 2018",Anxiety,"I have been taking xanax for about the last ten years or so off and on. I am 26 now, and I only take Xanax when I really need it. The drug has helped me get through many school presentations from high to college. I get so anxious before big presentations that I have literally froze up in front of whole classes numerous times (while not on Xanax) and whenever I do take it, I get A’s on my projects, I’m less anxious, and  everybody is more happy. It also helps if you have a long airplane ride. In short,  I have been taking this drug for the past decade responsibly and it has helped me benefit in many situations.",NaN
"February 11, 2018",Depression,"It surely works for anxiety. Being said that, stay away from this drug if you can. In the time you build a tolerance, and doses required are much much higher as time passes. Withdrawal is TERRIBLE, I would give a 0/10 but I give 4 because at least it works for anxiety. You can suffer severe loss of memory and generally my brain can't work properly after too many years under it's effect, it has ruined my clear thinking. My liver values goes off chart when I use too much, and has became the norm now after few years of use. Go for other medication that doesn't give you that severe addiction. Hope it helps. Sorry for bad english. I'm now under Testosterone treatment and after few months I can see my symptoms gets better without the brain fog xanax can give.",4.0
"February 2, 2018",Anxiety,I have been using this drug on and off for 6 years and it works fairly well even at low doses. Originally I took it for anxiety but now I take it for tinnitus. I  think it can cause tinnitus.  I take half of a 1mg pill before bed.  I can go without it for days but do get some withdrawal symptoms.  It still works after years of use.,10
"February 2, 2018",Panic Disorder,"Figured I'd come back with an update since my last post was in 2013. I am still on my Xanax after about 7 years, maybe more. It's still the ONLY drug that helps with my Panic Disorder w/agoraphobia, PTSD, GAD, OCD, and MDD. 
I've been prescribed 1 mg 3 x's a day, but have never taken that much. I take 1 mg in the morning and 0.5 mg around dinner and another 0.5 mg before bed. I'm just noticing now that I may need to start taking a little more occasionally. Like an extra 0.5 some days. I'm contributing this to the fact that I am in perimenopause now, and my hormones are crazy at times and increase my anxiety and panic attacks. Also finding it more difficult to leave the house again. But still... I'm not up to the recommended dosage, so I think I might just need to take a full mg 3 x's a day now.",10
"February 1, 2018",Anxiety,Works well very little side effects,NaN
"January 25, 2018",Anxiety,"I take 0.25mg when I’m slightly anxious and 0.5mg when I feel very anxious. I can honestly say I feel so normal and happy! I can actually do things I use to do, and alone! I don’t feel scared or worried. I think for rationally and clearly. Only side effect is that it makes you kinda sleepy, but if you keep active and do stuff it wears off and you will feel normal. I actually laugh and have a good time now! I’m surprised at how a low dose works so well! If you have anxiety, don’t be scared and give this a try! Trust me after 20 minuets you will feel relaxed and ready to do anything!",NaN
"January 5, 2018",Depression,I was initially diagnosed with severe depression. It was the drug of first choice to treat my extreme shyness. While on it I had troubles breathing. I was so dizzy and confused that at times I didn't even know where I was. I couldn't do anything. All I did was sleep. I was supposed to take it 3x a day but stopped before completing the treatment. Wouldn't recommend the experience to anyone. I honestly can't tell why some people take it for kicks or how they end up being addicted to it.,2.0
"January 3, 2018",Panic Disorder,"I've been taking Xanax for about 3 years now. I started having symptoms early on, like in my teens. I could never find anything that make me feel like ""me"" before the panic attacks. Once my doctor prescribed be xanax my life changed for the better. I take 1mg once a day, 2x if I'm having a rough day. They just passed a law in NV where if a doctor is caught 3 times ""abusing"" this new law about narcotic prescribed drugs they could lose their license. I hope this didn't effect people like myself who used this to alive. I'm not back to 100% but I'll take 85 - 90% any day. Don't judge xanax by the headlines.",NaN
"December 29, 2017",Panic Disorder,"I’ve been on Xanax for several years and it works wonders for my anxiety and panic attacks. I only take it as prescribed and try not to take it or taper down 1 day a week. When I take half of a bar I feel clear headed and normal. Any more than that I become sedated, so that’s why I regulate it so carefully. The only downside is the withdrawals are almost unbearable. When I go a couple days off it I feel extra anxious, nervous, mildly depressed, and at times it feels like my mind is messing with me. Overall a great short term medication for panic or anxiety but if you choose to take it long-term, please be careful and take exactly what you’re prescribed, and if possible, less.",9.0
"December 27, 2017",Panic Disorder,"I can’t find fault with Xanax for control of panic attacks. It’s the best there is. However, I took it for a long period of time, over a year, and found that I needed an ever increasing dose, probably due to tolerance. The withdrawals were ungodly wicked!

I was put on low-dose Klonopin, which warded off the worst withdrawals. I went from 6 mg of Xanax to 0.5 mg of Klonopin, and managed to stabilize there within a day.  I’d not suggest Xanax to anyone with an ongoing problem with panic. Valium or Klonopin are far safer, in my experience.",8.0
"December 27, 2017",Anxiety,"I took Xanax at a party about a year ago, & I was so surprised with the outcome. I was shocked to find out that it actually relieved me of my anxiety. It  actually benefiting me in a positive way. I’ve been on Sertraline for about 6 years now, and I’ve thought about talking to my therapist about switching me to Xanax due to the experience I had with it. I may sound really dumb, but it worked like magic.",9.0
"December 25, 2017",Anxiety,"I have an overreaction to stressful situations. A situation that the average person takes in stride might put me into panic mode. Xanax is the only thing I've found that calms me down effectively. Depending on the situation it may take 0.25mg - 1.0mg to do the job. Because of it's addictive nature I don't take it every day, just in certain situations, maybe 3-4 times per year. I did have a situation recently where I took about 1.0mg every day for about 1 month. When the situation resolved I quit taking it and I had no withdrawal symptoms.",NaN
"December 23, 2017",Anxiety,"The pills that say Xanax on the front and 2 on the back and they are rectangular, they are fake. Be aware",1.0
"December 16, 2017",Panic Disorder,"On .5 mg as needed up to 3x per day for 28 years now for extreme panic disorder/agoraphobia. I could not leave my home at all until I finally connected with a doctor whom specialized in panic attacks, who came to my house and prescribed Nardil and Xanax. I had gone untreated for 15 years prior to that, which is how a panic attack disorder eventually led to agoraphobia and my complete isolation.

I do not have a problem with addiction, as I’m careful with my meds. However, I’m treated by the VA, and they have now decided to remove the meds that have worked for me for 28 years. I’ve warned that I will no longer be able to leave my house again, but they seem to have an agenda that does not involve feedback from me...",10
"December 16, 2017",Anxiety,"I was taking 2mg Xanax XR in the morning and before bed. I took 1 mg Xanax XR in the afternoon. If I would forget to take my meds in the morning, by 1:00 in the afternoon my head would start buzzing, I was agitated and in horrible shape. For years I was living in a fog. I was safely detoxed in the hospital for three days a little over a week ago. The doctor prescribed me 10 mg of Librium 3x day. This medication is mainly used for alcohol detox. It has worked wonders for me. It is another type of benzo, but for the first time in years I am happy and feel alive again. Please do not take Xanax lightly, it is an addictive viscous cycle that can make you feel worse in the long run.",5.0
"December 13, 2017",Anxiety,"I take xanax to help me sleep and I also take it for anxiety when needed. I haven't really been having problems with either sleep or anxiety for the last 8 months or so. So I have just been taking .25 mg (a half-dose for me) at bedtime. I have been taking xanax on and off for about 10 years. My experience with it has been nothing but positive. I have never had any negative side effects. It just calms me down a little bit and makes me feel feel a little more relaxed. I have never needed to take a bigger dose than .5 mg. It has not been addicting to me at all. But that is probably because I have rarely had to take it more than once a day. A few times when I had bad anxiety, I had to take it twice a day, but those times have been very rare.",10
"December 9, 2017",Panic Disorder,"So many other reviews on here but this drug is important. I will chime in as well since it has been prescribed a little different for me. I used to wake up in a panic a couple of times a week, but it's pretty easy for me to gauge my stress level and predict which nights are going to be bad ones. I take 0.25 or 0.5 mg 1 or 2 nights a week, before 2 am or I'll be so zonked I don't respond to my alarm. It does the trick so I can fall right back to sleep after waking, instead of panicking and then ruminating for 5-6 hours, and being a mess at work and with my kids the next day. It works so well & I can easily see how it would be addictive, but it's a life-changer so I am very careful.",9.0
"November 25, 2017",Panic Disorder,"This is the best to knock a panic attack flat on its arse. I been taking 0.5mg daily for 6 months and I also take them when I fly. I could literally walk on the wing and not care. Don't take with alcohol though..I made the mistake of popping one of these  then drank 4 or 5 martinis. I made a fool of myself and swung from a coworkers chandelier at a party and pulled it out of the ceiling. Everyone was cheering me on so I felt like a bru. The more I drank the stupider I became. At the end of the night I climbed a street pole and tried to punch out the light telling people it was a UFO. They work well, but do not drink on them",10
"November 5, 2017",Anxiety,"I am prescribed up to 4mg a day and usually take 2 to 3 mg a day. I can't be given any SSRIs due to bad reactions on my maternal side of the family. Xanax just works for me. Was it overprescribed for years and given to people who had no business taking it? Yes. But this drug works wonders for some people. And it's not placebo. Am I dependent? Yes. Is my quality of life better on them? Yes. They don't make me sleepy or black out. In fact they give energy and on bad days motivation to get out of bed. I'm in good health, sleep 6 to 8 hours a day, and can interact with people better. Are they for everyone? NO. But they've helped me immensely.",NaN
"October 22, 2017",Anxiety,"Works excellent for anxiety. Have horrible social anxiety which I also take Zoloft for but xanax doesn’t really help with it. Not knowing cause my Dr’s didn’t tell me but after being on this a while and at a high dose (for me up to 3mg/day) if you don’t take it everyday you feel like rubbish. Took me almost 2 years to figure this out so regardless if I need it or not I take maybe 1mg as a maintenance dose in the middle of the day. Greatly helps to not feel sick. I also take 30mg of Temazepam at night which I thought would cover me. But for the past 10 days my mood has been really bad, the worst in years and a couple mg’s of Xanax greatly improves it but wouldn’t recommend it since it’s not prescribed to take it that way",9.0
"October 15, 2017",Anxiety,"I was diagnosed with panic disorder and generalised anxiety disorder 24 years ago. I suffered for many years during that time and did not take any medication with the view that I would fix the issue naturally. I tried the natural way for years, avoidance behaviour became the norm and a way of coping. 9 years ago I was at tipping point in a very stressful job and finally was prescribed xanax (alprazolam) by a GP. For the first time since my teens when the anxiety began, I finally had relief. This medication has been a complete game changer for me and has improved my quality of life by 1000%. I have been taking 0.5 mg twice a day for the past 8 years and haven't had to increase the dosage. This medication is now sadly classified as a level 8 drug in Australia due to people who don't need it abusing the drug and ruining it for those who really need it. My psychiatrist is now trying to switch me to Ativan. I have been taking it for approximately a month now and it makes me feel depressed and empty and I have never had depression. I need 2 mg to ease my anxiety (double the dose of xanax) and it basically makes me feel like crap. Feeling incredibly overwhelmed and annoyed that this medication which has helped me so much will probably no longer be available in Australia.",10
"October 13, 2017",Depression,Autumn depression,10
"October 12, 2017",Panic Disorder,"Life saver for me. BUT only because I take it when I truly need it. I suffer from day to day anxiety but I do not take it for that. I try to get rid of anxiety other natural ways. But I do suffer from severe panic attacks, especially night time. So I only take it when I am having an attack. I am on the lowest dose possible ( .25 ) and I can get away with taking even just half of that sometimes. It takes the edge off very fast and I feel so much better shortly after. Take it on average 1-2 times a month, sometime less, rarely more. Extremely addictive med so I urge you to stay away from it for daily use or if you have an addictive personality.",8.0
"October 3, 2017",Anxiety,"STAY AWAY FROM XANAX. Please!! It will help you -- in the moment. But literally hours later, the rebound anxiety and insomnia will hit you and make you regret taking it at all in the first place. And before you know it you'll go from half a bar to multiple bars just to sleep at night. Oh, and the increased despersonalizion and dark thoughts are not potential ""side effects"" -- they are some of the many very real, consistently DIRECT EFFECTS of taking Xanax. Benzos should be used as rarely and as short-term as possible. Even in these cases the withdrawal is VERY real...it hurts just to live. Please. Take my word for it. I'm going through it for the TENTH time right now. ADDICTIVE",1.0
"September 28, 2017",Anxiety,"Xanax has been great for me! I have suffered horribly for years from GAD, PTSD, bipolar disorder, fibromyalgia... and many more health problems. It actually gives me energy to get things done, and allows for peace and tranquility. I'm prescribed 3mg per day and it also helps me sleep at night. I've had trouble sleeping for years, but this medication has helped so much.",10
"September 17, 2017",Anxiety,"Xanax has helped me with my activity's anxiety, I have a hard time going out being around people especially, when going places like the doctors, shopping, I have a hard time being around people or even just going outdoors also just going outside in general. I don't like being away from home that's my safe zone. I get scared when I here loud loud noises, I'm afraid people are going to hurt me or the ones I love, I am happy with my dogs and cats want to be left alone, Away from the rest of the world. here are only a few that I can trust, my mother, father, My Dave plus my children, plus my therapist Mark.",10
"September 14, 2017",Panic Disorder,"I have been on Xanax for 15 years I'm only 30 years old. While this is a miracle drug for pulling you out of a panic attack and preventing them. This medicine works extremely well for my anxiety that said it can cause a very nasty dependence and addiction where you will need larger and larger doses to combat this rebound anxiety (this is what the Dr call it). It's your brain screaming for more of the drug, this is not only a mental dependency but also a very strong physical one. If you are thinking about taking Xanax remember less is more the less you take the better it works. It has become part of my daily meds 2 mg 3 to 4 times a day and that's coming from being on the max dose legally available 10 mg daily you don't want that. Use Caution",8.0
"September 7, 2017",Anxiety,"I got prescribed 0.5mg of Xanax, that I take once a day. My wife had just died. My anxiety was so bad I would not leave the house nor would I barely eat. It made me feel alive again and I'm able to function, and get out and socialize like a normal person again. I actually have a appetite now, and I'm getting good sleep again, which I haven't felt in a long time. Xanax really saved my life.",10
"September 1, 2017",Anxiety,"Been on xanax .05 for about two years. Doc put me on just an anti depressant for the first month didn't help ANY, went back and she saw how anxious I was and put me on xanax because I was honest with her and told her a friend gave me a few of hers and it helped my anxiety tons. I get thirty .05 a month and I can go days without them and some days a have to take two or three. Anyone with anxiety disorders know some days aren't easy at all. It helps me just knowing I have them. I still currently take celexa daily I don't know if it really helps my anxiety at all but the combo with the xanax seems to work. I know a lot of ppl don't wanna use pills but I'd much rather have medication than panic attacks.",NaN
"August 19, 2017",Anxiety,"Dad always had some amount of general anxiety but managed it reasonably.  In approx 1982 he was prescribed Xanax after his Dad died unexpectedly and he was instructed to take X as needed.  He's been on and off X ever since then and has needed progressively more.  About 20 years ago he ""graduated"" to other medications including anti-depressants and at one point was on a combo that resulted in a nearly-successful suicide attempt.  He never had suicidal thoughts before or after that particular combo.  He's now old and his life is in ruins.  He takes X throughout the day but is at the max and cannot take more.  Please be aware once you start on these medications you're in it for life.  Dr's know this -- job security for them!",2.0
"August 12, 2017",Panic Disorder,"I was on Xanax for a couple of years for severe panic attacks. I started out on .25 mg and soon that was not enough. I had to keep increasing the dose as my panic and anxiety increased. I ended up becoming agoraphobic. I could not leave my house without taking a handful of Xanax first. In the end, I was taking way , way, way too much enough to kill an elephant. I know it sounds hard to believe. It's amazing I am still alive. I had to beg my insurance company to put me in the hospital to detox. I tried to kill myself. I almost died while in the hospital. They took me down to 8 mg a day and I had a grand mal seizure and almost died. It was the most horrible experience of my life. Be careful. It's highly addicting.",5.0
"August 11, 2017",Panic Disorder,"Panic disorder is no fun. You feel like you have nowhere to run and nowhere to hide, and that you are coming to an end! Xanax has helped me against this terrible nervousness, demonic, feeling. I only take it when I truly need it. I take the lowest dose possible 0.25. The thing about this drug is that it makes you feel so relaxed. So people keep taking it, to keep feeling good and that's when it backfires. Please only take it as needed. Don't take it if your not feeling panic at the moment. You have to respect this drug. And taking it when u don't feel panic is not the way to go. Trust me! Prayer and a lil help from xanax can make all the difference in the world!!",10
"August 9, 2017",Anxiety,Since my dad got sick and eventually passed away my anxiety depression and fears were just over whelming. I've been having so many intrusive thoughts since then. I had mild depression before he passed its been 5 years and its finally just has destroyed me. I finally went and got help two weeks ago and xanax not only completely calms me down it helps me focus on thing I need to focus on and not let my mind wonder with anxiety and weird thoughts. Miracle drug. Don't abuse it. Use when needed its amazing.,8.0
"August 8, 2017",Anxiety,I have severe anxiety I started out with 0.5 mg of xanex my Dr just upped it too 1 mg twice a day I have a very understanding Dr.  He makes sure I always have 6 months worth I am not addicted because I've gone days with out it,NaN
"August 3, 2017",Anxiety,I have been on SSRI's and benzos for probably 3 or 4 years. SSRI's for depression and on top of that benzos for anxiety and panic attacks. Was on ativan for 3 years and it eventually stopped working. Would take 2 0.5mg pills and it would not affect my anxiety at all. Psychiatrist switched me to xanax 0.5mg everyday as needed up to 3 pills a day. It actually works. It takes a few minutes and wipes away any panic attack and softens my anxiety. I am very careful though because I know it can be very addictive. I was clean off the ativan for months and had no withdrawls so I know I was not addicted to that. Have only been on the xanax a few months and I only take it AS NEEDED so not to get addicted.,10
"July 29, 2017",Anxiety,"Until yesterday, I was prescribed .5 mg. Alprazolam(xanax) for panic, anxiety and irregular sleep patterns.  I took them for four years.
I went to my psychiatrist yesterday for my monthly suboxone appointment(6 yrs).  The same psychiatrist who prescribed my .5 mg.xanax.  
I am taking suboxone for chronic pain issues from a MVA.  I had been on prescription oxycontin 60 mg, 2x's/d for 11 yrs. and that doctor retired...no doctor would prescribe a full opiate agonist and that was 5yrs. ago.  
So I was told yesterday that he could no longer prescribed both xanax and suboxone due to state and federal guidelines.  This type of inappropriate prescribing is outrageous.
Has anyone else come up against this? 
I never abused either medications.",10
"July 29, 2017",Panic Disorder,I was on 8mg of xanax a day yes 8mg that's 4 bars a day for agoraphobia and several other reasons but be careful with this med though it's a life saver I was pulled off cold turkey and almost took my own life and no  ER would not help me at all and I went to 4 different ones and drs are acting like your asking for OxyContin these days if you ask for nerve meds so my dr finally took me back and all is well again but if you can avoid it don't get on this med because if you do you are at the mercy of the system because your now on it for life. worst mental mindwithdrawals of my life,NaN
"July 29, 2017",Anxiety,"I was given an extremely low dosage of this, don't know if that was part of the problem but it didn't do anything for me good or bad.",1.0
"July 28, 2017",Anxiety,I'm a 19 year old girl and I've been diagnosed with Anxiety for a long time but never had an anxiety attack until now. My doctor prescribed me this medicine yesterday after I told her I had an anxiety attack 1 day ago. My heart was literally at a speed of 100 but she gave me medicine to slow it down. It really helped me sleep last night too. This medicine took me about 30-45 minutes to kick in and then it knocked me out and I was fast asleep.,10
"July 21, 2017",Panic Disorder,About a year ago I was diagnosed with severe anxiety with panic attacks. Anxiety runs in my family so for me it was not a huge shock for me to have anxiety. I have tried about three different medications that just made me feel awful. I did not feel like myself and I was always sleepy. Once I  got put on Xanax with another type of anxiety medication it helped subside my panic attacks. Anytime I would have a panic attack I would take a Xanax and it would help me be able to fell like myself again. I do not take Xanax every day just because I do not have panic attacks everyday and because it is highly addicted. For me this medication worked.,8.0
"July 16, 2017",Panic Disorder,It really calms me down,10
"July 11, 2017",Anxiety,"Xanax is like putting a band-aid over a wound that needs stitches. This med helped take the edge off my anxiety and am thankful for it. It will NOT treat GAD properly because you'll be dependent with too many doses, but is a godsend for panic disorders. I still struggle with anxiety (anger, headaches, worrying, crazy thoughts). It helped me be able to sleep, socialize, not have panic attacks at work, great sex drive and I feel calm. I was prescribed 0.5mg twice a day, usually took less otherwise I'd be sleeping all day, only could go about a day without it then I need it again for anxiety. The biggest downside is that it makes me REALLY tired, lazy, poor memory sometimes. When mixed with alcohol I get very angry. Will be looking into SSRIs.",8.0
"July 10, 2017",Anxiety,Xanax is a medication that must be taken seriously and with precaution. This is not a game. Taking it when you don't need to will only create addiction and the withdrawal is worse than living with the actual anxiety. Please don't take this med unless you suffer from anxiety and you are having a panic attack. It works well in these situations but my advice is to stay away from it and only take it in an emergency. I prefer lorazepam. When you take lorazepam the withdrawal symptoms are more tolerable than xanax. Xanax is awesome but it can become Dr Jekyll and Mr Hyde. You can die from this or get a DUI if you are caught in a driving accident. This is serious.,7.0
"July 8, 2017",Anxiety,"I was given this after trying several other meds. My doctor gave me 2 mg bars. The yellow ones (generic) aren't bad and the white one isn't either, but them green ones will wipe you out. They are at least 40% stronger despite being the same strength. The use to be very expensive, but are only $5.56 for a 60 pill supply with my insurance ( which is bootleg Obama care).",10
"July 7, 2017",Panic Disorder,"Xanax literally saved my life. A year ago I was having probably 4 panic attacks a day. I couldn't go anywhere without freaking out and thinking I was going to die. I was so scared because it didn't feel like a typical panic attack, like I was falling or something. I got xanax .25 and I was able to completely diminish my attacks. No therapists or anything else worked for me like xanax has. I personally didn't find it addictive because I was in such a terrible state. I don't take it very often now, but I don't know where I would be without it",NaN
"June 20, 2017",Depression,"I've started to take Xanax 3 months ago, 0.25 then 0.5mg a day. Experienced a rapid heartbeat at first, but chose to give it a chance anyway and after 2 weeks it was back to normal. Now I take Xanax 0.5 and Bupropion 300mg a day for my depression and anxiety. I can tell it really has changed my life so far, I can feel joy or calmness again (before I couldn't at all). I hope to get back to normal soon. Can't even describe how I'm glad I've started to take these medications. Although I know many people have severe side effects, the thing is - it's very individual, you have to try and find a medicine that works best for you. Many people take Prozac, but I almost died when took it - side effects were terrible, I even experienced hallucinations.",10
"June 12, 2017",Panic Disorder,"I have been on xanax for 15yrs. The past 9yrs I've been on them solid (haven't missed a day) I just turned 40yrs old, and I'm in the worst position in my life than I've ever been! Long story short, I I have severe anxiety & panic attack disorder. My 1st panic attack was at 19. Lets just say I've tried my fair share of narcotics. I'm 10yrs clean off of Heroin. But the xanax is a monster of its own. I've had 2 grand mal seizures trying to get off them. They can kill you! I just take 3mg a day so I don't get sick& anxiety. My step-son passed away at 19 from taking too many xanax. It's not a sleeping pill, it's not for people that are stressed out. They don't discriminate, my 87yr old grandma was addicted to them too. All I'm saying is do your research 1st",NaN
"June 11, 2017",Anxiety,"The most efficacious and useful anxiolytic I have ever had. Fast acting and requiring three times a day (chronic) administration, but also, along with the recommended 4mg lorazepam IV when actually suffering an attack and a doc is present, by a long way the best acute remedy for anxiety and panic attack.",10
"June 11, 2017",Anxiety,"I have been taking Xanax 0.25 for less than four years to control anxiety mainly before sleep. It works really well until it does exactly opposite for its purpose, causing more anxiety and distress. I have been taking Xanax randomly only to relax me before sleep, say 3 times a month, 10 times a month and most of the time half of the 0.25. I noticed that overtime especially in the months I took it more often, the anxiety, the fast heart beats and confusion and strange muscle weakness were getting beyond tolerable. In few words, I would tell anyone there that NO ONE should even begin taking this very addictive Xanax. Better suffer through your difficulties than using Xanax to ease your anxiety and panic. The drug will take you to abyss.",2.0
"June 10, 2017",Anxiety,Anything that can get me back on track while I deal with my very occasional anxiety issues.  Xanax helped me out a lot 4.5 years ago and I am in need of it again.,10
